product_id,title,description,brand,category,product_type,price
B0015483,Apple Heavy Duty Equipment,High quality equipment from Apple. Perfect for daily use with tools & home improvement devices.,Apple,Tools & Home Improvement,equipment,285.31
B0015484,Aukey Premium Desk,High quality desk from AUKEY. Perfect for daily use with office products devices.,AUKEY,Office Products,desk,182.58
B0015485,Samsung White Storage,High quality storage from Samsung. Perfect for daily use with home & kitchen devices.,Samsung,Home & Kitchen,storage,154.55
B0015486,Logitech Silver Case,High quality case from Logitech. Perfect for daily use with cell phones devices.,Logitech,Cell Phones,case,67.51
B0015487,Jabra Wireless Water Bottle,High quality water bottle from Jabra. Perfect for daily use with sports & outdoors devices.,Jabra,Sports & Outdoors,water bottle,326.59
B0015488,Dell Heavy Duty Silver Stand,High quality stand from Dell. Perfect for daily use with office products devices.,Dell,Office Products,stand,463.07
B0015489,Ravpower Heavy Duty Red Hub,High quality hub from RAVPower. Perfect for daily use with computers devices.,RAVPower,Computers,hub,494.33
B0015490,Apple Premium Charger,High quality charger from Apple. Perfect for daily use with cell phones devices.,Apple,Cell Phones,charger,349.27
B0015491,Aukey Heavy Duty White Charger,High quality charger from AUKEY. Perfect for daily use with electronics devices.,AUKEY,Electronics,charger,150.5
B0015492,Amazonbasics Wireless Organizer,High quality organizer from AmazonBasics. Perfect for daily use with home & kitchen devices.,AmazonBasics,Home & Kitchen,organizer,399.0
B0015493,Bose Universal White Fitness Tracker,High quality fitness tracker from Bose. Perfect for daily use with sports & outdoors devices.,Bose,Sports & Outdoors,fitness tracker,170.69
B0015494,Dell Charger,High quality charger from Dell. Perfect for daily use with cell phones devices.,Dell,Cell Phones,charger,295.96
B0015495,Jabra Water Bottle,High quality water bottle from Jabra. Perfect for daily use with sports & outdoors devices.,Jabra,Sports & Outdoors,water bottle,278.35
B0015496,Sony White Webcam,High quality webcam from Sony. Perfect for daily use with computers devices.,Sony,Computers,webcam,134.87
B0015497,Jabra Portable Screen Protector,High quality screen protector from Jabra. Perfect for daily use with cell phones devices.,Jabra,Cell Phones,screen protector,465.08
B0015498,Bose Premium Silver Scale,High quality scale from Bose. Perfect for daily use with health & personal care devices.,Bose,Health & Personal Care,scale,361.66
B0015499,Hp Wireless Tracker,High quality tracker from HP. Perfect for daily use with health & personal care devices.,HP,Health & Personal Care,tracker,83.31
B0015500,Anker Mouse,High quality mouse from Anker. Perfect for daily use with computers devices.,Anker,Computers,mouse,448.77
B0015501,Sony Heavy Duty Coffee Maker,High quality coffee maker from Sony. Perfect for daily use with home & kitchen devices.,Sony,Home & Kitchen,coffee maker,42.85
B0015502,Anker Wireless Charger,High quality charger from Anker. Perfect for daily use with automotive devices.,Anker,Automotive,charger,37.91
B0015503,Bose Organizer,High quality organizer from Bose. Perfect for daily use with tools & home improvement devices.,Bose,Tools & Home Improvement,organizer,103.87
B0015504,Jabra Universal Black Monitor,High quality monitor from Jabra. Perfect for daily use with health & personal care devices.,Jabra,Health & Personal Care,monitor,258.73
B0015505,Logitech Compact Lamp,High quality lamp from Logitech. Perfect for daily use with office products devices.,Logitech,Office Products,lamp,107.53
B0015506,Samsung Heavy Duty Blue Charger,High quality charger from Samsung. Perfect for daily use with automotive devices.,Samsung,Automotive,charger,185.34
B0015507,Amazonbasics Silver Cable,High quality cable from AmazonBasics. Perfect for daily use with automotive devices.,AmazonBasics,Automotive,cable,161.7
B0015508,Amazonbasics Coffee Maker,High quality coffee maker from AmazonBasics. Perfect for daily use with home & kitchen devices.,AmazonBasics,Home & Kitchen,coffee maker,77.74
B0015509,Sony Universal Stand,High quality stand from Sony. Perfect for daily use with computers devices.,Sony,Computers,stand,179.78
B0015510,Aukey Blue Storage,High quality storage from AUKEY. Perfect for daily use with tools & home improvement devices.,AUKEY,Tools & Home Improvement,storage,110.91
B0015511,Aukey Headphones,High quality headphones from AUKEY. Perfect for daily use with electronics devices.,AUKEY,Electronics,headphones,397.67
B0015512,Aukey Wireless Red Scale,High quality scale from AUKEY. Perfect for daily use with health & personal care devices.,AUKEY,Health & Personal Care,scale,434.72
B0015513,Aukey Silver Equipment,High quality equipment from AUKEY. Perfect for daily use with tools & home improvement devices.,AUKEY,Tools & Home Improvement,equipment,384.56
B0015514,Hp Heavy Duty Organizer,High quality organizer from HP. Perfect for daily use with accessories devices.,HP,Accessories,organizer,297.39
B0015515,Apple Heavy Duty Storage,High quality storage from Apple. Perfect for daily use with home & kitchen devices.,Apple,Home & Kitchen,storage,353.52
B0015516,Amazonbasics Universal Storage,High quality storage from AmazonBasics. Perfect for daily use with home & kitchen devices.,AmazonBasics,Home & Kitchen,storage,171.58
B0015517,Apple Case,High quality case from Apple. Perfect for daily use with cell phones devices.,Apple,Cell Phones,case,100.66
B0015518,Anker Heavy Duty Water Bottle,High quality water bottle from Anker. Perfect for daily use with sports & outdoors devices.,Anker,Sports & Outdoors,water bottle,154.75
B0015519,Aukey Premium Water Bottle,High quality water bottle from AUKEY. Perfect for daily use with sports & outdoors devices.,AUKEY,Sports & Outdoors,water bottle,46.5
B0015520,Dell Portable Fitness Tracker,High quality fitness tracker from Dell. Perfect for daily use with sports & outdoors devices.,Dell,Sports & Outdoors,fitness tracker,261.45
B0015521,Dell Compact Mouse,High quality mouse from Dell. Perfect for daily use with computers devices.,Dell,Computers,mouse,148.41
B0015522,Aukey Professional Mount,High quality mount from AUKEY. Perfect for daily use with accessories devices.,AUKEY,Accessories,mount,433.27
B0015523,Dell Wireless Blue Screen Protector,High quality screen protector from Dell. Perfect for daily use with cell phones devices.,Dell,Cell Phones,screen protector,369.44
B0015524,Jabra Wireless Black Water Bottle,High quality water bottle from Jabra. Perfect for daily use with home & kitchen devices.,Jabra,Home & Kitchen,water bottle,95.27
B0015525,Samsung Portable Fitness Tracker,High quality fitness tracker from Samsung. Perfect for daily use with sports & outdoors devices.,Samsung,Sports & Outdoors,fitness tracker,18.55
B0015526,Ravpower Wireless Blue Charger,High quality charger from RAVPower. Perfect for daily use with automotive devices.,RAVPower,Automotive,charger,319.19
B0015527,Ravpower Professional White Mount,High quality mount from RAVPower. Perfect for daily use with automotive devices.,RAVPower,Automotive,mount,442.11
B0015528,Aukey Blue Laptop,High quality laptop from AUKEY. Perfect for daily use with computers devices.,AUKEY,Computers,laptop,469.65
B0015529,Jbl Heavy Duty Equipment,High quality equipment from JBL. Perfect for daily use with tools & home improvement devices.,JBL,Tools & Home Improvement,equipment,41.35
B0015530,Sony Compact Red Fitness Tracker,High quality fitness tracker from Sony. Perfect for daily use with sports & outdoors devices.,Sony,Sports & Outdoors,fitness tracker,12.45
B0015531,Samsung Adapter,High quality adapter from Samsung. Perfect for daily use with accessories devices.,Samsung,Accessories,adapter,111.18
B0015532,Jbl Professional Charger,High quality charger from JBL. Perfect for daily use with automotive devices.,JBL,Automotive,charger,63.75
B0015533,Sony Compact Cable,High quality cable from Sony. Perfect for daily use with electronics devices.,Sony,Electronics,cable,425.9
B0015534,Sony Professional Red Desk,High quality desk from Sony. Perfect for daily use with office products devices.,Sony,Office Products,desk,228.77
B0015535,Jabra Premium Silver Equipment,High quality equipment from Jabra. Perfect for daily use with sports & outdoors devices.,Jabra,Sports & Outdoors,equipment,82.19
B0015536,Dell Silver Stand,High quality stand from Dell. Perfect for daily use with office products devices.,Dell,Office Products,stand,211.91
B0015537,Apple Black Cable,High quality cable from Apple. Perfect for daily use with accessories devices.,Apple,Accessories,cable,165.25
B0015538,Dell Professional Organizer,High quality organizer from Dell. Perfect for daily use with home & kitchen devices.,Dell,Home & Kitchen,organizer,193.26
B0015539,Apple Universal Silver Laptop,High quality laptop from Apple. Perfect for daily use with computers devices.,Apple,Computers,laptop,271.6
B0015540,Dell Monitor,High quality monitor from Dell. Perfect for daily use with health & personal care devices.,Dell,Health & Personal Care,monitor,497.25
B0015541,Logitech Universal Equipment,High quality equipment from Logitech. Perfect for daily use with tools & home improvement devices.,Logitech,Tools & Home Improvement,equipment,266.47
B0015542,Amazonbasics Heavy Duty Black Organizer,High quality organizer from AmazonBasics. Perfect for daily use with office products devices.,AmazonBasics,Office Products,organizer,336.86
B0015543,Anker Speakers,High quality speakers from Anker. Perfect for daily use with electronics devices.,Anker,Electronics,speakers,471.16
B0015544,Dell Universal Charger,High quality charger from Dell. Perfect for daily use with automotive devices.,Dell,Automotive,charger,84.36
B0015545,Sony Portable Screen Protector,High quality screen protector from Sony. Perfect for daily use with cell phones devices.,Sony,Cell Phones,screen protector,91.32
B0015546,Apple Mount,High quality mount from Apple. Perfect for daily use with accessories devices.,Apple,Accessories,mount,319.95
B0015547,Bose Universal Mouse,High quality mouse from Bose. Perfect for daily use with computers devices.,Bose,Computers,mouse,384.46
B0015548,Hp Portable Case,High quality case from HP. Perfect for daily use with accessories devices.,HP,Accessories,case,472.57
B0015549,Jbl White Holder,High quality holder from JBL. Perfect for daily use with accessories devices.,JBL,Accessories,holder,105.95
B0015550,Aukey Wireless White Stand,High quality stand from AUKEY. Perfect for daily use with office products devices.,AUKEY,Office Products,stand,311.25
B0015551,Jbl Portable Mount,High quality mount from JBL. Perfect for daily use with accessories devices.,JBL,Accessories,mount,76.54
B0015552,Ravpower Mount,High quality mount from RAVPower. Perfect for daily use with automotive devices.,RAVPower,Automotive,mount,87.09
B0015553,Apple Portable Silver Chair,High quality chair from Apple. Perfect for daily use with office products devices.,Apple,Office Products,chair,177.68
B0015554,Aukey Premium Silver Equipment,High quality equipment from AUKEY. Perfect for daily use with tools & home improvement devices.,AUKEY,Tools & Home Improvement,equipment,175.15
B0015555,Hp Professional White Lamp,High quality lamp from HP. Perfect for daily use with office products devices.,HP,Office Products,lamp,265.62
B0015556,Bose Premium Coffee Maker,High quality coffee maker from Bose. Perfect for daily use with home & kitchen devices.,Bose,Home & Kitchen,coffee maker,186.34
B0015557,Ravpower Heavy Duty Silver Equipment,High quality equipment from RAVPower. Perfect for daily use with sports & outdoors devices.,RAVPower,Sports & Outdoors,equipment,373.73
B0015558,Ravpower Red Mount,High quality mount from RAVPower. Perfect for daily use with automotive devices.,RAVPower,Automotive,mount,364.17
